author,filename,a,all,also,an,and,any,are,as,at,be,been,but,by,can,do,down,even,every,for,from,had,has,have,her,his,if,in,into,is,it,its,may,more,must,my,no,not,now,of,on,one,only,or,our,shall,should,so,some,such,than,that,the,their,then,there,things,this,to,up,upon,was,were,what,when,which,who,will,with,would,your
Hamilton,Hamilton_fed_75.txt,0.402,0.039,0.008,0.077,0.247,0.015,0.054,0.124,0.015,0.216,0.077,0.031,0.124,0,0,0,0,0.008,0.054,0.077,0.008,0.054,0.124,0,0.062,0.008,0.34,0.015,0.131,0.162,0.046,0.031,0.031,0.023,0.008,0.015,0.093,0.015,1.152,0.039,0.031,0.031,0.07,0.015,0.046,0,0.046,0.015,0.015,0.062,0.271,1.515,0.015,0.008,0.023,0,0.1,0.68,0,0.039,0.015,0,0,0.023,0.131,0.015,0.046,0.108,0.209,0
Hamilton,Hamilton_fed_76.txt,0.358,0.023,0.008,0.101,0.358,0.039,0.023,0.117,0.031,0.452,0.062,0.016,0.156,0.008,0.008,0.008,0.016,0.031,0.062,0.078,0.016,0.039,0.125,0,0.125,0.008,0.35,0,0.156,0.14,0.047,0.055,0.039,0.039,0,0.031,0.109,0,0.903,0.031,0.062,0.023,0.179,0.008,0.055,0.008,0.016,0.031,0.039,0.055,0.265,1.199,0.055,0.008,0.031,0,0.093,0.623,0.008,0.062,0.008,0.016,0.016,0.016,0.117,0.093,0.156,0.055,0.179,0
Hamilton,Hamilton_fed_77.txt,0.466,0.068,0.015,0.143,0.278,0.045,0.045,0.113,0.045,0.286,0.068,0.023,0.12,0.06,0.008,0,0,0,0.143,0.098,0.023,0.06,0.098,0,0.045,0.015,0.413,0,0.158,0.18,0.038,0.015,0.053,0.03,0.008,0.015,0.045,0.008,1.089,0.023,0.03,0.03,0.068,0,0.023,0.015,0.03,0.045,0.03,0.045,0.24,1.27,0.083,0,0.023,0,0.113,0.518,0.008,0.068,0.015,0.015,0.06,0.03,0.113,0.023,0.075,0.045,0.24,0
Hamilton,Hamilton_fed_78.txt,0.275,0.034,0.005,0.077,0.338,0.043,0.063,0.13,0.014,0.319,0.043,0.058,0.116,0.087,0.014,0.005,0.01,0.034,0.068,0.13,0.014,0.029,0.092,0,0.01,0.029,0.309,0.01,0.237,0.193,0.058,0.077,0.019,0.068,0,0.082,0.087,0.014,0.904,0.048,0.034,0.034,0.092,0.01,0.014,0.024,0.029,0.01,0.034,0.048,0.324,1.435,0.155,0.01,0.048,0.005,0.101,0.609,0,0.039,0.01,0.005,0.01,0.005,0.159,0.024,0.053,0.058,0.092,0
Hamilton,Hamilton_fed_79.txt,0.27,0.028,0,0.014,0.327,0.114,0.085,0.057,0.071,0.427,0.071,0.014,0.057,0.1,0.014,0,0,0.028,0.213,0.1,0,0.114,0.085,0,0.014,0.028,0.47,0.014,0.157,0.142,0.028,0.085,0.071,0.028,0,0.043,0.114,0,0.783,0.071,0.014,0.043,0.057,0.028,0.057,0.028,0.014,0.028,0.071,0.1,0.256,1.11,0.171,0.014,0.028,0,0.057,0.583,0,0.028,0.014,0,0,0.014,0.171,0.057,0.085,0.057,0.071,0
Hamilton,Hamilton_fed_8.txt,0.318,0.064,0.007,0.085,0.381,0.014,0.099,0.113,0.078,0.247,0.113,0.056,0.078,0.007,0,0,0.007,0.021,0.064,0.064,0.021,0.056,0.127,0.007,0,0.028,0.282,0.035,0.148,0.12,0.071,0.056,0.056,0.021,0,0.021,0.085,0.007,0.96,0.078,0.042,0.014,0.12,0.035,0,0.035,0.035,0.014,0.035,0.021,0.127,0.953,0.106,0,0,0.007,0.099,0.55,0.021,0.021,0.007,0,0,0,0.183,0,0.078,0.092,0.191,0
Hamilton,Hamilton_fed_80.txt,0.215,0.108,0.006,0.048,0.37,0.036,0.119,0.108,0.018,0.287,0.084,0.012,0.072,0.03,0.006,0.012,0.018,0.012,0.072,0.036,0.006,0.036,0.114,0,0.012,0.018,0.269,0.006,0.137,0.137,0.048,0.084,0.012,0.006,0,0.03,0.09,0.006,0.986,0.054,0.03,0.006,0.131,0.006,0.03,0.018,0.024,0.048,0.036,0.024,0.149,1.368,0.036,0.006,0.03,0.012,0.036,0.609,0.006,0.036,0.018,0.012,0.024,0,0.257,0,0.096,0.066,0.06,0
Hamilton,Hamilton_fed_81.txt,0.32,0.042,0,0.085,0.328,0.058,0.058,0.177,0.027,0.328,0.085,0.042,0.123,0.023,0.004,0,0.012,0.035,0.081,0.073,0.015,0.046,0.089,0,0,0.019,0.494,0.008,0.235,0.208,0.035,0.096,0.015,0.012,0.008,0.031,0.096,0.023,0.961,0.062,0.039,0.023,0.081,0.015,0.027,0.031,0.019,0.019,0.05,0.023,0.185,1.404,0.042,0.004,0.054,0,0.116,0.606,0.004,0.05,0.008,0.012,0.008,0.008,0.158,0.019,0.116,0.054,0.081,0
Hamilton,Hamilton_fed_82.txt,0.211,0.057,0,0.096,0.374,0.01,0.105,0.144,0.019,0.326,0.01,0.019,0.038,0.048,0.01,0.01,0.01,0.038,0.038,0.125,0,0,0.067,0,0,0.01,0.364,0.01,0.144,0.086,0.038,0.134,0.01,0.019,0,0.029,0.125,0.01,0.9,0,0.067,0.048,0.125,0.01,0.077,0.048,0.01,0.01,0.038,0.029,0.182,1.465,0.057,0.019,0,0,0.105,0.776,0,0.038,0.01,0.01,0.01,0,0.172,0,0.067,0.057,0.105,0
Hamilton,Hamilton_fed_83.txt,0.354,0.068,0.005,0.052,0.302,0.042,0.112,0.127,0.047,0.273,0.094,0.042,0.213,0.016,0.01,0,0.008,0.029,0.088,0.049,0.013,0.057,0.14,0.013,0.003,0.049,0.499,0.005,0.299,0.213,0.055,0.042,0.06,0.039,0.013,0.055,0.091,0.016,0.853,0.047,0.047,0.023,0.068,0.016,0.013,0.023,0.018,0.021,0.023,0.042,0.309,1.165,0.039,0.003,0.049,0,0.135,0.557,0,0.052,0.01,0.005,0.005,0.003,0.205,0.026,0.062,0.075,0.125,0
Hamilton,Hamilton_fed_84.txt,0.248,0.05,0.014,0.054,0.292,0.108,0.115,0.119,0.036,0.338,0.065,0.047,0.108,0.04,0.014,0,0.011,0.022,0.09,0.065,0.007,0.068,0.094,0,0.014,0.022,0.306,0.007,0.238,0.176,0.025,0.094,0.018,0.043,0.004,0.083,0.108,0.025,1.03,0.072,0.014,0.032,0.076,0.014,0.079,0.004,0.022,0.004,0.029,0.058,0.302,1.303,0.086,0.004,0.043,0.011,0.094,0.479,0.004,0.047,0.025,0.025,0.025,0.018,0.187,0.025,0.137,0.05,0.065,0
Hamilton,Hamilton_fed_85.txt,0.371,0.072,0.011,0.105,0.388,0.067,0.072,0.111,0.033,0.188,0.094,0.022,0.055,0.055,0.006,0,0,0.039,0.061,0.05,0.011,0.083,0.127,0,0.039,0.011,0.394,0.011,0.211,0.188,0.033,0.089,0.028,0.089,0.039,0.067,0.111,0.017,0.953,0.1,0.044,0.006,0.067,0.028,0.017,0.022,0.028,0.011,0.028,0.028,0.188,1.275,0.039,0.011,0.039,0,0.05,0.621,0.006,0.067,0,0.011,0.017,0.006,0.233,0.055,0.089,0.044,0.033,0.022
Hamilton,Hamilton_fed_9.txt,0.328,0.058,0.007,0.087,0.313,0.029,0.102,0.138,0.073,0.189,0.109,0.029,0.095,0.007,0,0,0.007,0.015,0.073,0.044,0.036,0.087,0.175,0,0.029,0.007,0.262,0.036,0.117,0.124,0.036,0.036,0.044,0.007,0,0.015,0.095,0.015,1.13,0.066,0.073,0.022,0.08,0,0.029,0.022,0.022,0.007,0.029,0.007,0.182,1.151,0.102,0.007,0.022,0,0.087,0.503,0,0.029,0.015,0.058,0,0,0.182,0.022,0.051,0.102,0.058,0
HM,HM_fed_18.txt,0.229,0.04,0,0.034,0.532,0.013,0.013,0.081,0.027,0.04,0.027,0.04,0.202,0,0,0,0,0,0.047,0.061,0.141,0,0.034,0.034,0.054,0,0.263,0.034,0.067,0.128,0.061,0,0.067,0,0,0.013,0.04,0.02,0.91,0.108,0.034,0.02,0.027,0,0,0.007,0.013,0.007,0.027,0.047,0.141,1.415,0.141,0.013,0.013,0,0.081,0.364,0.013,0.007,0.189,0.108,0,0.02,0.081,0.074,0.007,0.074,0.04,0
HM,HM_fed_19.txt,0.186,0.034,0,0.062,0.566,0.041,0.117,0.069,0.034,0.097,0.028,0,0.152,0.007,0.007,0,0.007,0.014,0.048,0.103,0.076,0.048,0.076,0,0.117,0.014,0.214,0.028,0.11,0.117,0.083,0.034,0.041,0.014,0.007,0.041,0.028,0,0.869,0.11,0.062,0.007,0.062,0,0.014,0,0.021,0.021,0.048,0.021,0.083,1.29,0.076,0.007,0,0,0.069,0.407,0.014,0,0.09,0.034,0.007,0,0.214,0.041,0.007,0.145,0.028,0
HM,HM_fed_20.txt,0.225,0.054,0.018,0.045,0.494,0,0.117,0.09,0.072,0.063,0.009,0.045,0.171,0.009,0,0,0,0.009,0.162,0.162,0.027,0.09,0.09,0.027,0.09,0.009,0.27,0.027,0.135,0.081,0.018,0.018,0.018,0.027,0.009,0.018,0.036,0.018,0.737,0.063,0.036,0.018,0.072,0.018,0,0,0.018,0.036,0.018,0.045,0.081,1.096,0.18,0.009,0,0,0.045,0.377,0,0.009,0.063,0,0,0.027,0.117,0.027,0.036,0.072,0.009,0
Jay,Jay_fed_2.txt,0.236,0.026,0.017,0.009,0.733,0.009,0.052,0.131,0.087,0.131,0.07,0.044,0.087,0,0,0,0,0.017,0.113,0.044,0.035,0.052,0.148,0,0,0.026,0.288,0.052,0.14,0.279,0.044,0.035,0.044,0.035,0.009,0.009,0.079,0.026,0.724,0.07,0.087,0.044,0.079,0.035,0.009,0.035,0.044,0.035,0.017,0.044,0.34,0.942,0.183,0.009,0,0,0.096,0.427,0,0.009,0.07,0.061,0.017,0.026,0.096,0.07,0.017,0.096,0.044,0
Jay,Jay_fed_3.txt,0.13,0.04,0.03,0.03,0.601,0.05,0.08,0.221,0,0.311,0.02,0.05,0.18,0.03,0.01,0,0.01,0,0.11,0.15,0,0.05,0.07,0,0.02,0.06,0.241,0,0.06,0.19,0.01,0.06,0.13,0,0,0.02,0.12,0,0.621,0.06,0.08,0.04,0.321,0,0,0.04,0.03,0.02,0.05,0.08,0.19,0.842,0.11,0.01,0.01,0,0.06,0.551,0,0,0,0.01,0,0.01,0.11,0.03,0.241,0.1,0.01,0
Jay,Jay_fed_4.txt,0.135,0.036,0.018,0.027,0.821,0.045,0.099,0.172,0.018,0.235,0.018,0.045,0.126,0.072,0.018,0,0,0,0.108,0.072,0.027,0.009,0.081,0,0.018,0.099,0.199,0.09,0.09,0.208,0.081,0.09,0.117,0,0,0.009,0.126,0,0.65,0.099,0.108,0.036,0.217,0.162,0.054,0.009,0.045,0.018,0.072,0.081,0.144,0.758,0.172,0,0.027,0,0.009,0.451,0,0,0.009,0.009,0.054,0.036,0.09,0.009,0.135,0.09,0.144,0
Jay,Jay_fed_5.txt,0.096,0.032,0.021,0.021,0.764,0.032,0.032,0.032,0.042,0.329,0,0.042,0.106,0.011,0,0,0.021,0,0.064,0.117,0,0,0.011,0.074,0,0.032,0.297,0.074,0.074,0.191,0.032,0.021,0.117,0.032,0,0.011,0.085,0,0.562,0.053,0.106,0.032,0.096,0.074,0.011,0.032,0.032,0.021,0.032,0.096,0.244,0.669,0.106,0.021,0,0,0.042,0.435,0,0,0.032,0.064,0.021,0,0.106,0.032,0.074,0.117,0.382,0.032
Jay,Jay_fed_64.txt,0.202,0.046,0.013,0.039,0.657,0.052,0.163,0.228,0.033,0.371,0.026,0.065,0.182,0.052,0.013,0,0.007,0.013,0.085,0.072,0.02,0.033,0.124,0,0.007,0.046,0.332,0.007,0.104,0.156,0,0.078,0.026,0.039,0,0.026,0.13,0.007,0.638,0.091,0.026,0.065,0.091,0.059,0.013,0.091,0.072,0.013,0.085,0.013,0.299,1.061,0.137,0,0.033,0.007,0.059,0.553,0,0,0.013,0,0,0.033,0.091,0.117,0.163,0.072,0.046,0
Madison,Madison_fed_10.txt,0.359,0.02,0,0.069,0.59,0.02,0.133,0.093,0.039,0.3,0.044,0.044,0.177,0.02,0,0,0,0.01,0.088,0.049,0.005,0.02,0.079,0,0.039,0.02,0.29,0.044,0.201,0.197,0.044,0.079,0.059,0.049,0,0.02,0.069,0,0.772,0.084,0.039,0.01,0.108,0.039,0.005,0,0.015,0.015,0.039,0.064,0.152,1.204,0.103,0.01,0.02,0,0.054,0.482,0.005,0,0.01,0,0.025,0.005,0.192,0.044,0.147,0.049,0.029,0
Madison,Madison_fed_14.txt,0.221,0.034,0.007,0.062,0.407,0.021,0.048,0.159,0.048,0.31,0.062,0.021,0.124,0.055,0,0,0.014,0.007,0.138,0.076,0.014,0.055,0.11,0.021,0,0.014,0.269,0.014,0.166,0.179,0.048,0.11,0.055,0.014,0.014,0.062,0.09,0.014,0.862,0.11,0.028,0.028,0.076,0.083,0,0.014,0.041,0.048,0.007,0.034,0.221,1.352,0.131,0,0,0,0.09,0.483,0,0,0.021,0.014,0.014,0,0.276,0.007,0.179,0.048,0.034,0.034
Madison,Madison_fed_37.txt,0.29,0.048,0.016,0.048,0.523,0.011,0.095,0.148,0.011,0.248,0.127,0.048,0.158,0.011,0.005,0,0.011,0.016,0.063,0.1,0.016,0.053,0.137,0.005,0.026,0.005,0.311,0.026,0.158,0.158,0.037,0.095,0.037,0.111,0,0.026,0.095,0,0.85,0.095,0.032,0.053,0.069,0.032,0,0.053,0.042,0.021,0.021,0.026,0.243,1.135,0.121,0.005,0.005,0,0.09,0.433,0,0.005,0.011,0.016,0.005,0.005,0.232,0.016,0.053,0.084,0.032,0
Madison,Madison_fed_38.txt,0.378,0.032,0.014,0.072,0.401,0.041,0.081,0.126,0.027,0.23,0.068,0.077,0.162,0.041,0.005,0,0.005,0.009,0.095,0.086,0.027,0.054,0.095,0.032,0.081,0.023,0.27,0.032,0.216,0.198,0.027,0.041,0.045,0.018,0,0.054,0.144,0.009,0.856,0.063,0.054,0.009,0.077,0.009,0.014,0.045,0.032,0.045,0.05,0.05,0.252,1.18,0.113,0.005,0.009,0,0.09,0.523,0,0.018,0.054,0.041,0,0.009,0.117,0.063,0.054,0.09,0.063,0
Madison,Madison_fed_39.txt,0.3,0.074,0.006,0.034,0.346,0.023,0.113,0.187,0.04,0.295,0.045,0.057,0.187,0.006,0,0,0,0.034,0.079,0.125,0,0.051,0.017,0,0.006,0.011,0.351,0.017,0.323,0.215,0.113,0.034,0.034,0.028,0,0.04,0.125,0.011,0.89,0.125,0.074,0.034,0.079,0.011,0,0.006,0.028,0.011,0.023,0.045,0.153,1.552,0.091,0.017,0,0.006,0.119,0.516,0,0,0.011,0.011,0.006,0.006,0.153,0,0.085,0.068,0.045,0
Madison,Madison_fed_40.txt,0.25,0.043,0.014,0.058,0.461,0.01,0.062,0.144,0.034,0.259,0.096,0.019,0.264,0.014,0,0,0.024,0.038,0.111,0.062,0.067,0.048,0.125,0,0.014,0.034,0.298,0.034,0.139,0.144,0.019,0.024,0.019,0.014,0,0.038,0.091,0.01,0.769,0.062,0.038,0.019,0.043,0.005,0.029,0.053,0.062,0.034,0.053,0.024,0.298,1.259,0.168,0.019,0.01,0,0.082,0.557,0,0,0.058,0.091,0.019,0.014,0.139,0.043,0.024,0.072,0.029,0
Madison,Madison_fed_41.txt,0.302,0.063,0.004,0.084,0.369,0.025,0.063,0.13,0.021,0.311,0.084,0.025,0.139,0.038,0.008,0.004,0.017,0.055,0.143,0.092,0.017,0.076,0.109,0.055,0.013,0.038,0.248,0.029,0.143,0.164,0.063,0.097,0.05,0.063,0,0.025,0.071,0.013,0.856,0.097,0.034,0.025,0.088,0.025,0.017,0,0.038,0.004,0.025,0.055,0.172,1.293,0.055,0.008,0.004,0.004,0.088,0.495,0,0,0.013,0.021,0.017,0.004,0.151,0.034,0.105,0.063,0.038,0
Madison,Madison_fed_42.txt,0.24,0.042,0,0.078,0.491,0.057,0.047,0.115,0.016,0.25,0.099,0.026,0.162,0.016,0.005,0,0.005,0.037,0.11,0.052,0.021,0.068,0.104,0,0.005,0.016,0.303,0.042,0.204,0.12,0.047,0.089,0.005,0.021,0,0.042,0.115,0,0.96,0.115,0.037,0.037,0.078,0.01,0.047,0,0.042,0.005,0.042,0.021,0.167,1.247,0.063,0.005,0.01,0,0.083,0.47,0,0.01,0.016,0.016,0.005,0.01,0.141,0.021,0.031,0.083,0.078,0
Madison,Madison_fed_43.txt,0.38,0.051,0.013,0.051,0.333,0.034,0.064,0.154,0.026,0.333,0.06,0.03,0.205,0.038,0.009,0,0.013,0.038,0.119,0.026,0.013,0.047,0.09,0.004,0,0.021,0.213,0.03,0.141,0.196,0.064,0.094,0.034,0.034,0,0.06,0.111,0.004,0.951,0.137,0.055,0.026,0.09,0.004,0.03,0.038,0.026,0.009,0.051,0.043,0.209,1.395,0.043,0,0.009,0,0.077,0.431,0,0,0.034,0.004,0.026,0.013,0.145,0.021,0.081,0.068,0.051,0
Madison,Madison_fed_44.txt,0.212,0.101,0.01,0.051,0.44,0.076,0.066,0.136,0.02,0.273,0.096,0.035,0.142,0.035,0.01,0,0.005,0.066,0.101,0.045,0.02,0.035,0.167,0,0.01,0.03,0.298,0.056,0.142,0.081,0.03,0.03,0.051,0.03,0,0.066,0.076,0.01,0.864,0.147,0.025,0.02,0.182,0,0.076,0.02,0.03,0.025,0.035,0.04,0.142,1.501,0.045,0,0.01,0.005,0.116,0.399,0,0,0.02,0.01,0.01,0,0.152,0.01,0.051,0.091,0.147,0
Madison,Madison_fed_45.txt,0.136,0.054,0.014,0.048,0.422,0.027,0.048,0.15,0.027,0.354,0.041,0.02,0.075,0,0,0,0.007,0.034,0.082,0.054,0.014,0.027,0.116,0,0.007,0.034,0.252,0.02,0.15,0.116,0.041,0.061,0.095,0.041,0.007,0.041,0.068,0,0.98,0.054,0.027,0.007,0.054,0.027,0,0.014,0.007,0.007,0.014,0.061,0.204,1.803,0.048,0.014,0.014,0,0.034,0.442,0,0,0.02,0.027,0.007,0,0.116,0.007,0.218,0.102,0.075,0
Madison,Madison_fed_46.txt,0.212,0.028,0.006,0.05,0.391,0.033,0.073,0.117,0.033,0.402,0.028,0.045,0.112,0.039,0.006,0,0.011,0.022,0.056,0.05,0.017,0.022,0.084,0,0,0.017,0.251,0.017,0.039,0.151,0.033,0.073,0.061,0.05,0,0.022,0.112,0.006,0.91,0.156,0.045,0.033,0.078,0,0,0.05,0.006,0.006,0.033,0.061,0.212,1.613,0.162,0,0,0.006,0.045,0.469,0.006,0,0.067,0.011,0.022,0,0.128,0.028,0.223,0.095,0.162,0
Madison,Madison_fed_47.txt,0.177,0.052,0.047,0.047,0.436,0.026,0.135,0.083,0.036,0.182,0.073,0.026,0.218,0.047,0.005,0.01,0.021,0.021,0.036,0.057,0.016,0.088,0.073,0,0.052,0.016,0.27,0.005,0.218,0.088,0.052,0.042,0.047,0.005,0,0.073,0.062,0,0.961,0.099,0.073,0.01,0.088,0,0.036,0.01,0.021,0.016,0.01,0.026,0.171,1.522,0.005,0.01,0.01,0,0.104,0.333,0,0,0.021,0.021,0.01,0.01,0.114,0.031,0.016,0.099,0.021,0
Madison,Madison_fed_48.txt,0.243,0.091,0.008,0.084,0.372,0.008,0.046,0.137,0.03,0.235,0.091,0.023,0.213,0.03,0,0,0,0.023,0.114,0.091,0.076,0.046,0.076,0,0.023,0.008,0.304,0.023,0.213,0.129,0.061,0.046,0.061,0.008,0,0.038,0.099,0,0.744,0.114,0.053,0.008,0.084,0.023,0.023,0.046,0.038,0.046,0,0.03,0.205,1.184,0.099,0,0.008,0,0.099,0.41,0.008,0,0.023,0.023,0.008,0,0.213,0.038,0.076,0.061,0.023,0
Madison,Madison_fed_58.txt,0.347,0.097,0.007,0.056,0.313,0.035,0.049,0.132,0.035,0.361,0.097,0.035,0.153,0.035,0.007,0,0.014,0.056,0.083,0.063,0.014,0.076,0.125,0,0.007,0.035,0.368,0.014,0.118,0.111,0.042,0.069,0.09,0.021,0.007,0.035,0.097,0,0.806,0.118,0.028,0.035,0.069,0,0.021,0.007,0.007,0.028,0.028,0.035,0.222,1.389,0.09,0,0.007,0,0.076,0.41,0,0,0.007,0.007,0,0.014,0.188,0.035,0.257,0.083,0.083,0
